;_id;instance;class;frequency;pidspread;pldspread;modifications
37;249028587;fna;back;1;1;1;"[{""_id"":{""$numberLong"":""249028587""},""ipremod"":""djemma el"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p23d;"",""plds"":""worldnomads.com;"",""provids"":""28041775;""}]"
38;259366994;force;worldwhere;1;1;1;"[{""_id"":{""$numberLong"":""259366994""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""the government cannot"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p25;"",""plds"":""nybooks.com;"",""provids"":""40748048;""}]"
39;448460478;format;costume;1;1;1;"[{""_id"":{""$numberLong"":""448460478""},""ipremod"":""wrong"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p12c;"",""plds"":""blogspot.com;"",""provids"":""433063454;""}]"
40;151188949;framework;rcsl;1;1;1;"[{""_id"":{""$numberLong"":""151188949""},""ipremod"":"""",""ipostmod"":""of the international"",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p23e;"",""plds"":""isa-sociology.org;"",""provids"":""297776911;""}]"
41;293517612;franc;december;1;1;1;"[{""_id"":{""$numberLong"":""293517612""},""ipremod"":""cabernet"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p21c;"",""plds"":""blogspot.com;"",""provids"":""225347779;""}]"
42;99559518;gibson;agentand;1;1;1;"[{""_id"":{""$numberLong"":""99559518""},""ipremod"":""fact"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""consider the fact"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""verysmartbrothas.com;"",""provids"":""103926848;""}]"
43;187094011;go;cnn;1;1;1;"[{""_id"":{""$numberLong"":""187094011""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p24;"",""plds"":""cnn.com;"",""provids"":""445041494;""}]"
44;217844103;government;progressive-thinking;1;1;1;"[{""_id"":{""$numberLong"":""217844103""},""ipremod"":""chinese"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""slashdot.org;"",""provids"":""340956384;""}]"
45;264496263;god;punishing;3;2;3;"[{""_id"":{""$numberLong"":""264496263""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":3.0,""pidspread"":2,""pldspread"":3,""pids"":""p8a;p8b;"",""plds"":""christiananswers.net;malesurvivor.org;pathworklectures.com;"",""provids"":""347106414;144335134;447343837;""}]"
46;241382009;hay;extravagance;1;1;1;"[{""_id"":{""$numberLong"":""241382009""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""rare"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""electricscotland.com;"",""provids"":""46285219;""}]"
47;47216484;hitler';struggle;1;1;1;"[{""_id"":{""$numberLong"":""47216484""},""ipremod"":"""",""ipostmod"":""notorious mein kampf"",""cpremod"":""other famous politician"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""americanthinker.com;"",""provids"":""43915486;""}]"
48;212035232;hmm;couple;44;4;41;"[{""_id"":{""$numberLong"":""212035197""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":4.0,""pidspread"":3,""pldspread"":4,""pids"":""p8a;p8c;p8b;"",""plds"":""animesuki.com;blogspot.com;lushstories.com;christianguitar.org;"",""provids"":""3958358;103400065;451542048;102657554;""},{""_id"":{""$numberLong"":""212035198""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of thing"",""frequency"":4.0,""pidspread"":2,""pldspread"":4,""pids"":""p8d;p8c;"",""plds"":""stardestroyer.net;sourceforge.net;devnetwork.net;ps3trophies.com;"",""provids"":""128379751;399158645;366229744;231784606;""},{""_id"":{""$numberLong"":""212035199""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of way"",""frequency"":3.0,""pidspread"":1,""pldspread"":3,""pids"":""p8c;"",""plds"":""freethoughtblogs.com;netbsd.org;eca.cx;"",""provids"":""171150417;229670967;84654949;""},{""_id"":{""$numberLong"":""212035200""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of component/rca jack"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""xbox-scene.com;"",""provids"":""7422806;""},{""_id"":{""$numberLong"":""212035201""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of loreal"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""clumpsofmascara.com;"",""provids"":""210368122;""},{""_id"":{""$numberLong"":""212035202""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of program"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""adubvideo.net;"",""provids"":""139164655;""},{""_id"":{""$numberLong"":""212035203""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of spot"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""leagueoflegends.com;"",""provids"":""217991024;""},{""_id"":{""$numberLong"":""212035204""},""ipremod"":""gt gt"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of followup"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8d;"",""plds"":""sgi.com;"",""provids"":""201870345;""},{""_id"":{""$numberLong"":""212035205""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of newegg"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""cheapassgamer.com;"",""provids"":""41824114;""},{""_id"":{""$numberLong"":""212035206""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of issue"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""typepad.com;"",""provids"":""190291730;""},{""_id"":{""$numberLong"":""212035207""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of patch"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""daemonforums.org;"",""provids"":""103381192;""},{""_id"":{""$numberLong"":""212035208""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of netflix"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""dbstalk.com;"",""provids"":""398800315;""},{""_id"":{""$numberLong"":""212035209""},""ipremod"":"""",""ipostmod"":""last time"",""cpremod"":"""",""cpostmod"":""of week"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""pbnation.com;"",""provids"":""426369216;""},{""_id"":{""$numberLong"":""212035210""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""wedding"",""cpostmod"":""3 week"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""dpreview.com;"",""provids"":""272905049;""},{""_id"":{""$numberLong"":""212035211""},""ipremod"":""have"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of random thing"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""themusic.com.au;"",""provids"":""172169348;""},{""_id"":{""$numberLong"":""212035212""},""ipremod"":""nice"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of story"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8d;"",""plds"":""hatrack.com;"",""provids"":""127100549;""},{""_id"":{""$numberLong"":""212035213""},""ipremod"":""rob ives"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of thing"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""pjmedia.com;"",""provids"":""101813014;""},{""_id"":{""$numberLong"":""212035214""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of christmas"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""typepad.com;"",""provids"":""66634793;""},{""_id"":{""$numberLong"":""212035215""},""ipremod"":""gt"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of followup"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8d;"",""plds"":""sgi.com;"",""provids"":""5638231;""},{""_id"":{""$numberLong"":""212035216""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of flag"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""dobermantalk.com;"",""provids"":""63931358;""},{""_id"":{""$numberLong"":""212035217""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of stang"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8d;"",""plds"":""maxbimmer.com;"",""provids"":""254401142;""},{""_id"":{""$numberLong"":""212035218""},""ipremod"":""favorite"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of question"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""metafilter.com;"",""provids"":""152894945;""},{""_id"":{""$numberLong"":""212035219""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""for me"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""head-fi.org;"",""provids"":""153665861;""},{""_id"":{""$numberLong"":""212035220""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of well-now cricket"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""pcadvisor.co.uk;"",""provids"":""139148913;""},{""_id"":{""$numberLong"":""212035221""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of observation"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""bookwormroom.com;"",""provids"":""240765251;""},{""_id"":{""$numberLong"":""212035222""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of gb max"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""dreamhost.com;"",""provids"":""93472338;""},{""_id"":{""$numberLong"":""212035223""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of other kant"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""antionline.com;"",""provids"":""156955839;""},{""_id"":{""$numberLong"":""212035224""},""ipremod"":""gt"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of thing"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""postgresql.org;"",""provids"":""430093290;""},{""_id"":{""$numberLong"":""212035225""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""weird comma"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""fictionpress.com;"",""provids"":""296422398;""},{""_id"":{""$numberLong"":""212035226""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of change"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8d;"",""plds"":""arduino.cc;"",""provids"":""398943682;""},{""_id"":{""$numberLong"":""212035227""},""ipremod"":"""",""ipostmod"":""in illinois"",""cpremod"":""lesbian"",""cpostmod"":""as well"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""thegloss.com;"",""provids"":""96492848;""},{""_id"":{""$numberLong"":""212035228""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of insider"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""oceanup.com;"",""provids"":""92588267;""},{""_id"":{""$numberLong"":""212035229""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""different sora option"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""cosplay.com;"",""provids"":""343547537;""},{""_id"":{""$numberLong"":""212035230""},""ipremod"":""gt"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of way"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""netbsd.org;"",""provids"":""109529495;""},{""_id"":{""$numberLong"":""212035231""},""ipremod"":""explorer"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of people"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8d;"",""plds"":""jeepforum.com;"",""provids"":""208056158;""},{""_id"":{""$numberLong"":""212035232""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of tempting one"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""terrypratchettbooks.com;"",""provids"":""359044656;""}]"
49;470574566;hoe;rhyme;1;1;1;"[{""_id"":{""$numberLong"":""470574566""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""about something"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p26;"",""plds"":""quantumcritics.com;"",""provids"":""281427663;""}]"
50;60227688;humanity;congress;3;2;3;"[{""_id"":{""$numberLong"":""60227687""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""mobile world"",""cpostmod"":"""",""frequency"":2.0,""pidspread"":1,""pldspread"":2,""pids"":""p23b;"",""plds"":""techweb.com;informationweek.com;"",""provids"":""377380779;377300810;""},{""_id"":{""$numberLong"":""60227688""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p26;"",""plds"":""hartford-hwp.com;"",""provids"":""270884844;""}]"
51;242175943;ic87361;derivative;1;1;1;"[{""_id"":{""$numberLong"":""242175943""},""ipremod"":""abstract purpose/objective"",""ipostmod"":"""",""cpremod"":""morpholine"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""allenpress.com;"",""provids"":""152327160;""}]"
52;74419741;inhaler;home;3;3;3;"[{""_id"":{""$numberLong"":""74419741""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":3.0,""pidspread"":3,""pldspread"":3,""pids"":""p34;p25;p3a;"",""plds"":""dooyoo.co.uk;yakimamemorial.org;shh.org;"",""provids"":""303203756;430006305;57709577;""}]"
53;277124217;intelligent;similarly;1;1;1;"[{""_id"":{""$numberLong"":""277124217""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p25;"",""plds"":""perl.org;"",""provids"":""27363456;""}]"
54;98432274;ip;restraint;4;2;3;"[{""_id"":{""$numberLong"":""98432271""},""ipremod"":""employer intellectual property"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""on trade"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""jdsupra.com;"",""provids"":""264811389;""},{""_id"":{""$numberLong"":""98432272""},""ipremod"":""employer intellectual property"",""ipostmod"":"""",""cpremod"":""unfair"",""cpostmod"":""on trademore"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""jdsupra.com;"",""provids"":""266138424;""},{""_id"":{""$numberLong"":""98432273""},""ipremod"":"""",""ipostmod"":""a exclusive patent"",""cpremod"":"""",""cpostmod"":""on property rights"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""ipwatchdog.com;"",""provids"":""387302311;""},{""_id"":{""$numberLong"":""98432274""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""on speech"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""techdirt.com;"",""provids"":""47918778;""}]"
55;94512143;leaf;speed;13;6;11;"[{""_id"":{""$numberLong"":""94512138""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of image"",""frequency"":4.0,""pidspread"":1,""pldspread"":4,""pids"":""p5;"",""plds"":""cdrinfo.com;megagames.com;ntcompatible.com;techspot.com;"",""provids"":""203910439;203447064;409828222;203798830;""},{""_id"":{""$numberLong"":""94512139""},""ipremod"":"""",""ipostmod"":""on tree"",""cpremod"":""highest wind"",""cpostmod"":"""",""frequency"":3.0,""pidspread"":1,""pldspread"":3,""pids"":""p21a;"",""plds"":""vetlearn.com;sciencedaily.com;phys.org;"",""provids"":""219631965;119626336;219621432;""},{""_id"":{""$numberLong"":""94512140""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":1,""pldspread"":1,""pids"":""p8c;"",""plds"":""pickuphockey.com;"",""provids"":""159309493;200139174;""},{""_id"":{""$numberLong"":""94512141""},""ipremod"":""all-electric nissan"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""freep.com;"",""provids"":""137808480;114417075;""},{""_id"":{""$numberLong"":""94512142""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""prudent"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""thetruthaboutcars.com;"",""provids"":""47186258;""},{""_id"":{""$numberLong"":""94512143""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""sustained wind"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p24;"",""plds"":""louisianacrops.com;"",""provids"":""216740866;""}]"
56;63424816;locality;identification;3;2;3;"[{""_id"":{""$numberLong"":""63424816""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":3.0,""pidspread"":2,""pldspread"":3,""pids"":""p5;p3a;"",""plds"":""consumered.com;statewatch.org;azag.gov;"",""provids"":""22640311;303678870;320305521;""}]"
57;25922572;luminance;replica;1;1;1;"[{""_id"":{""$numberLong"":""25922572""},""ipremod"":"""",""ipostmod"":""value the cr"",""cpremod"":"""",""cpostmod"":""of the color"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""google.com;"",""provids"":""278696465;""}]"
58;258819480;lying;accordance;3;1;3;"[{""_id"":{""$numberLong"":""258819480""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":3.0,""pidspread"":1,""pldspread"":3,""pids"":""p27b;"",""plds"":""google.com;google.es;google.ca;"",""provids"":""225812687;226088972;225463839;""}]"
59;254402254;macadamian;google;1;1;1;"[{""_id"":{""$numberLong"":""254402254""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""picpacwrack.net;"",""provids"":""20697141;""}]"
60;255438075;manufactur;effect;1;1;1;"[{""_id"":{""$numberLong"":""255438075""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of setting"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p26;"",""plds"":""cornell.edu;"",""provids"":""267432451;""}]"
61;439633123;madsen;selling;1;1;1;"[{""_id"":{""$numberLong"":""439633123""},""ipremod"":""richard"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""critical account"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p12a;"",""plds"":""berkeley.edu;"",""provids"":""353532982;""}]"
62;488933457;marine;poet;1;1;1;"[{""_id"":{""$numberLong"":""488933457""},""ipremod"":""former"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""tennesseewilliams.net;"",""provids"":""109865715;""}]"
63;158382712;230mb;luxury;1;1;1;"[{""_id"":{""$numberLong"":""158382712""},""ipremod"":"""",""ipostmod"":""for system"",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""modaco.com;"",""provids"":""321240404;""}]"
64;39599316;meaning;blank;3;3;3;"[{""_id"":{""$numberLong"":""39599316""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":3.0,""pidspread"":3,""pldspread"":3,""pids"":""p28a;p8a;p8b;"",""plds"":""thehenryford.org;loc.gov;groklaw.net;"",""provids"":""373309938;327626677;232714728;""}]"
65;122397072;method;loose;1;1;1;"[{""_id"":{""$numberLong"":""122397072""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""arstechnica.com;"",""provids"":""375431211;""}]"
66;240306668;means;produce1988-10-25wade426/2634764389method;1;1;1;"[{""_id"":{""$numberLong"":""240306668""},""ipremod"":""related"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of accelerate fruit"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p24;"",""plds"":""freepatentsonline.com;"",""provids"":""108282298;""}]"
67;268863945;meeting;jersey;4;2;3;"[{""_id"":{""$numberLong"":""268863943""},""ipremod"":""face-to-face"",""ipostmod"":"""",""cpremod"":""brian cushing"",""cpostmod"":"""",""frequency"":2.0,""pidspread"":1,""pldspread"":2,""pids"":""p8b;"",""plds"":""lakewaukomis.org;sagahid.com;"",""provids"":""232956544;232924132;""},{""_id"":{""$numberLong"":""268863944""},""ipremod"":""face-to-face"",""ipostmod"":"""",""cpremod"":""brian dawkins"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8b;"",""plds"":""lakewaukomis.org;"",""provids"":""232924132;""},{""_id"":{""$numberLong"":""268863945""},""ipremod"":""plymouth"",""ipostmod"":"""",""cpremod"":""new"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""mortgagekevin.com;"",""provids"":""43972720;""}]"
68;333921256;methamphetamine;away;1;1;1;"[{""_id"":{""$numberLong"":""333921256""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""americanbar.org;"",""provids"":""373082534;""}]"
69;507206333;messenger;righteousness;1;1;1;"[{""_id"":{""$numberLong"":""507206333""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p21a;"",""plds"":""blogspot.com;"",""provids"":""161471274;""}]"
70;233513443;mfp;general;2;1;1;"[{""_id"":{""$numberLong"":""233513442""},""ipremod"":"""",""ipostmod"":""have a copier"",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""google.com;"",""provids"":""382685617;""},{""_id"":{""$numberLong"":""233513443""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p5;"",""plds"":""google.com;"",""provids"":""196428858;""}]"
71;128582547;mimo;yes;1;1;1;"[{""_id"":{""$numberLong"":""128582547""},""ipremod"":""av2"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""homeplug.org;"",""provids"":""285777963;""}]"
72;220978109;mississippus;songwriter;3;1;3;"[{""_id"":{""$numberLong"":""220978109""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""american"",""cpostmod"":"""",""frequency"":3.0,""pidspread"":1,""pldspread"":3,""pids"":""p8b;"",""plds"":""amplified.com;ranker.com;wikipedia.org;"",""provids"":""380294888;369939348;374251989;""}]"
73;72434795;mottley;case;1;1;1;"[{""_id"":{""$numberLong"":""72434795""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""of ilk"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p1;"",""plds"":""oyez.org;"",""provids"":""348785953;""}]"
74;384237222;mountain;self;10;1;9;"[{""_id"":{""$numberLong"":""384237220""},""ipremod"":"""",""ipostmod"":""of arizona"",""cpremod"":"""",""cpostmod"":"""",""frequency"":7.0,""pidspread"":1,""pldspread"":6,""pids"":""p8a;"",""plds"":""smashwords.com;awesomesaucebookclub.com;heroesandheartbreakers.com;blogspot.com;sweetsouthernhome.net;whatutalkingboutwillis.info;"",""provids"":""272007748;271984132;391646991;272988775;271928207;306134146;272076719;""},{""_id"":{""$numberLong"":""384237221""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":1,""pldspread"":2,""pids"":""p8a;"",""plds"":""lizburns.org;ibikeride.com;"",""provids"":""43779636;188582826;""},{""_id"":{""$numberLong"":""384237222""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""impose hardship"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p8a;"",""plds"":""bycommonconsent.com;"",""provids"":""275158052;""}]"
75;489513045;morley;many;2;1;1;"[{""_id"":{""$numberLong"":""489513045""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""gainesville.com;"",""provids"":""198597202;33173750;""}]"
76;493902099;monday;duke;1;1;1;"[{""_id"":{""$numberLong"":""493902099""},""ipremod"":"""",""ipostmod"":""for all case"",""cpremod"":"""",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p4;"",""plds"":""historyofparliamentonline.org;"",""provids"":""160839967;""}]"
77;225431068;myers;brennan;1;1;1;"[{""_id"":{""$numberLong"":""225431068""},""ipremod"":""tyler"",""ipostmod"":"""",""cpremod"":"""",""cpostmod"":""1544"",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p23b;"",""plds"":""buffalohockeybeat.com;"",""provids"":""62172684;""}]"
78;6969816;name;pertien;2;1;1;"[{""_id"":{""$numberLong"":""6969816""},""ipremod"":"""",""ipostmod"":""of specific work"",""cpremod"":"""",""cpostmod"":"""",""frequency"":2.0,""pidspread"":1,""pldspread"":1,""pids"":""p3a;"",""plds"":""getty.edu;"",""provids"":""289310547;77712903;""}]"
79;254358306;newsletter;senior;1;1;1;"[{""_id"":{""$numberLong"":""254358306""},""ipremod"":"""",""ipostmod"":"""",""cpremod"":""write health information"",""cpostmod"":"""",""frequency"":1.0,""pidspread"":1,""pldspread"":1,""pids"":""p28d;"",""plds"":""uncoverobamacare.com;"",""provids"":""281821023;""}]"
